srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,text_features,attack_context,multi_class_label
59.166.0.7,57105,149.171.126.4,80,114,5,1.004513,1580,10168,31,29,3,5,5,11539.91992,76486.8125,12,18,255,255,3216633068,1068166015,132,565,1,0,9524.910268,7673.507835,1421945720,1421945721,91.289634,59.058586,0.000645,0.000509,0.000136,0,0,1.0,0.0,0,2,2,2,2,2,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 High_Inbound_Traffic Duration:1.0s. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 High_Inbound_Traffic Duration:1.0s. Behavioral_Pattern: Normal_Behavior,9
59.166.0.2,45622,149.171.126.8,43406,114,5,0.017347,2646,25418,31,29,7,15,0,1191214.625,11456044.0,42,44,255,255,2993525098,2993779809,63,578,0,0,26.673022,25.420155,1421945587,1421945587,0.414537,0.390302,0.000699,0.000558,0.000141,0,0,0.0,0.0,0,10,12,12,10,4,4,4,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Very_Short_Connection High_Source_Load High_Destination_Load. Behavioral_Pattern: Potential_DoS_Inbound,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Very_Short_Connection High_Source_Load High_Destination_Load. Behavioral_Pattern: Potential_DoS_Inbound,9
59.166.0.7,42571,149.171.126.3,14224,114,5,0.172082,4222,61786,31,29,7,30,0,193582.125,2833625.75,72,74,255,255,3923512807,1778432861,59,835,0,0,120.76597,117.272462,1421945410,1421945410,2.418901,2.348781,0.000752,0.000612,0.00014,0,0,0.0,0.0,0,8,21,22,7,4,4,4,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Duration:0.2s High_Destination_Load. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Duration:0.2s High_Destination_Load. Behavioral_Pattern: Normal_Behavior,9
59.166.0.6,51755,149.171.126.9,53,120,2,0.001033,130,162,31,29,0,0,2,503388.2188,627299.1875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421935264,1421935264,0.011,0.01,0.0,0.0,0.0,0,0,0.0,0.0,0,4,3,7,2,2,1,1,unknown,0,Network_Activity: Protocol:Protocol_120 Service:SSH Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_120 Service:SSH Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,9
59.166.0.0,41332,149.171.126.5,52785,114,5,0.003812,320,1846,31,29,1,2,4,560335.8125,3391395.75,6,8,255,255,364750921,369189843,53,231,0,0,41.246184,0.878961,1421931535,1421931535,0.6988,0.474,0.000633,0.00049,0.000143,0,0,0.0,0.0,0,3,3,6,6,1,1,4,unknown,0,Network_Activity: Protocol:Protocol_114 Service:SMTP Connection_State:State_5 Very_Short_Connection High_Destination_Load. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:SMTP Connection_State:State_5 Very_Short_Connection High_Destination_Load. Behavioral_Pattern: Normal_Behavior,9
59.166.0.9,23754,149.171.126.1,143,114,5,1.200124,7814,14508,31,29,30,32,0,51661.32813,95943.41406,122,126,255,255,3884537518,3885569837,64,115,0,0,628.538786,619.445711,1421928670,1421928671,9.915364,9.59704,0.000616,0.000491,0.000125,0,0,0.0,0.0,0,5,1,1,2,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Duration:1.2s. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Duration:1.2s. Behavioral_Pattern: Normal_Behavior,9
59.166.0.9,22959,149.171.126.7,53,120,2,0.000994,130,162,31,29,0,0,2,523138.8438,651911.4375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421931585,1421931585,0.01,0.003,0.0,0.0,0.0,0,0,0.0,0.0,0,2,4,7,4,2,2,2,unknown,0,Network_Activity: Protocol:Protocol_120 Service:SSH Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_120 Service:SSH Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,9
59.166.0.0,22231,149.171.126.4,54943,120,2,0.036193,520,304,31,29,0,0,0,86204.51563,50396.48828,4,4,0,0,0,0,130,76,0,0,9.380479,10.926215,1421941929,1421941929,6.641,7.732,0.0,0.0,0.0,0,0,0.0,0.0,0,14,9,5,4,1,1,2,unknown,0,Network_Activity: Protocol:Protocol_120 Service:HTTP Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection. Behavioral_Pattern: Multiple_Services_From_Source,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_120 Service:HTTP Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection. Behavioral_Pattern: Multiple_Services_From_Source,9
59.166.0.5,16876,149.171.126.2,5190,114,5,0.006369,2062,2308,31,29,6,6,0,2483278.5,2778458.25,24,24,255,255,1407530242,1407846650,86,96,0,0,15.392788,0.36104,1421932692,1421932693,0.261261,0.251913,0.000696,0.000564,0.000132,0,0,0.0,0.0,0,9,12,6,2,2,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Very_Short_Connection High_Source_Load High_Destination_Load. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Very_Short_Connection High_Source_Load High_Destination_Load. Behavioral_Pattern: Normal_Behavior,9
59.166.0.5,32642,149.171.126.1,53,120,2,0.001073,130,162,31,29,0,0,0,484622.5313,603914.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421934676,1421934676,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,5,8,1,2,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_120 Service:HTTP Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_120 Service:HTTP Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,9
59.166.0.2,42250,149.171.126.3,49071,114,5,0.007024,4304,2456,31,29,7,7,0,4629840.5,2642369.0,18,18,255,255,4169012155,4172329146,239,136,0,0,13.724426,0.628464,1421943506,1421943506,0.274765,0.381059,0.000713,0.000541,0.000172,0,0,0.0,0.0,0,13,8,7,6,1,1,4,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Very_Short_Connection High_Source_Load High_Destination_Load. Behavioral_Pattern: Multiple_Services_From_Source,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Very_Short_Connection High_Source_Load High_Destination_Load. Behavioral_Pattern: Multiple_Services_From_Source,9
59.166.0.0,34902,149.171.126.7,80,114,5,1.123279,1684,10168,31,29,3,5,5,11138.81836,68399.75,14,18,255,255,1634643555,1635676826,120,565,1,3924,9150.457489,8010.958675,1421928777,1421928778,86.375921,66.042176,0.000698,0.000559,0.000139,0,0,1.0,0.0,0,2,3,3,3,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 High_Inbound_Traffic Duration:1.1s. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 High_Inbound_Traffic Duration:1.1s. Behavioral_Pattern: Normal_Behavior,9
59.166.0.7,1200,149.171.126.6,80,114,2,1.072432,994,9000,31,29,2,4,5,6676.413574,61542.35938,10,12,255,255,3505913438,1361076141,99,750,1,3924,687.916998,9561.41099,1421945563,1421945564,8.051444,97.451634,0.0006,0.000458,0.000142,0,0,8.0,0.0,0,2,2,9,3,3,3,3,unknown,0,Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:SYN_RECV Duration:1.1s. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:SYN_RECV Duration:1.1s. Behavioral_Pattern: Normal_Behavior,9
59.166.0.5,57536,149.171.126.1,55596,114,5,0.02287,2958,31788,31,29,7,18,0,1013379.938,10897420.0,48,50,255,255,1595795179,3755888993,62,636,0,0,0.0,30.043647,1421941068,1421941068,0.47983,0.454653,0.000725,0.000588,0.000137,0,0,0.0,0.0,0,8,8,4,5,1,1,3,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Very_Short_Connection High_Source_Load High_Destination_Load. Behavioral_Pattern: Potential_DoS_Inbound,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Very_Short_Connection High_Source_Load High_Destination_Load. Behavioral_Pattern: Potential_DoS_Inbound,9
59.166.0.6,53229,149.171.126.5,31493,114,5,0.035464,2646,24692,31,29,7,15,0,582675.375,5443492.0,42,44,255,255,3618143643,3664691155,63,561,0,0,63.92378,62.272884,1421928541,1421928541,0.857293,0.811954,0.000691,0.000539,0.000152,0,0,0.0,0.0,0,11,9,2,1,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Very_Short_Connection High_Destination_Load. Behavioral_Pattern: Multiple_Services_From_Source Potential_DoS_Inbound,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Very_Short_Connection High_Destination_Load. Behavioral_Pattern: Multiple_Services_From_Source Potential_DoS_Inbound,9
59.166.0.9,27464,149.171.126.6,61379,114,5,0.164202,3926,55310,31,29,7,27,0,188402.0781,2655119.75,66,68,255,255,1851221236,1929971496,59,813,0,0,156.005205,154.144015,1421931859,1421931860,2.521339,2.443433,0.000603,0.000488,0.000115,0,0,0.0,0.0,0,2,7,7,4,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Duration:0.2s High_Destination_Load. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Duration:0.2s High_Destination_Load. Behavioral_Pattern: Normal_Behavior,9
59.166.0.2,31781,149.171.126.7,53,120,2,0.001013,130,162,31,29,0,0,2,513326.75,639684.0625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421930459,1421930459,0.011,0.005,0.0,0.0,0.0,0,0,0.0,0.0,0,5,5,2,2,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_120 Service:SSH Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_120 Service:SSH Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,9
59.166.0.9,11417,149.171.126.6,53,120,2,0.000962,130,162,31,29,0,0,2,540540.5625,673596.6875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421931791,1421931791,0.01,0.004,0.0,0.0,0.0,0,0,0.0,0.0,0,1,4,3,1,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_120 Service:SSH Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_120 Service:SSH Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,9
59.166.0.9,25211,149.171.126.7,23868,114,5,0.173143,4264,2664,31,29,7,7,0,188098.8594,117498.25,22,22,255,255,3848297712,3847706789,194,121,0,0,710.68367,19.674385,1421944443,1421944444,8.229,8.171714,0.001723,0.001533,0.00019,0,0,0.0,0.0,0,5,6,2,1,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.2s. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.2s. Behavioral_Pattern: Normal_Behavior,9
59.166.0.7,65124,149.171.126.3,39325,114,5,0.004302,8928,320,31,29,4,1,4,15417945.0,496513.2188,14,6,255,255,1660505353,1671303692,638,53,0,0,16.833859,1.166104,1421931701,1421931702,0.330923,0.7384,0.000624,0.000479,0.000145,0,0,0.0,0.0,0,3,3,3,4,1,1,2,unknown,0,Network_Activity: Protocol:Protocol_114 Service:SMTP Connection_State:State_5 Very_Short_Connection High_Source_Load. Behavioral_Pattern: Potential_DoS_Outbound,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:SMTP Connection_State:State_5 Very_Short_Connection High_Source_Load. Behavioral_Pattern: Potential_DoS_Outbound,9
59.166.0.2,39276,149.171.126.5,5983,114,5,0.04114,2750,27294,31,29,7,16,0,522702.9375,5192221.5,44,46,255,255,333487892,2529415892,63,593,0,0,0.0,64.061345,1421943296,1421943296,0.949116,0.902911,0.00063,0.000506,0.000124,0,0,0.0,0.0,0,2,11,5,2,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Very_Short_Connection High_Destination_Load. Behavioral_Pattern: Potential_DoS_Inbound,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Very_Short_Connection High_Destination_Load. Behavioral_Pattern: Potential_DoS_Inbound,9
149.171.126.3,53,59.166.0.2,43404,120,6,4e-06,178,0,29,0,0,0,0,178000000.0,0.0,2,0,0,0,0,0,89,0,0,0,0.0,0.0,1421938701,1421938701,0.004,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,1,1,1,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_120 Service:HTTP Connection_State:State_6 Outbound_Only Very_Short_Connection High_Source_Load. Behavioral_Pattern: Potential_DoS_Outbound,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_120 Service:HTTP Connection_State:State_6 Outbound_Only Very_Short_Connection High_Source_Load. Behavioral_Pattern: Potential_DoS_Outbound,9
59.166.0.0,17840,149.171.126.5,80,114,5,1.314576,19618,1087890,31,29,2,370,5,119065.0,6611604.0,368,746,255,255,3160784753,3161853029,53,1458,1,524288,184.893832,105.872134,1421946082,1421946083,3.581087,1.763809,0.000676,0.000534,0.000142,0,0,1.0,0.0,0,2,4,2,1,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 High_Outbound_Traffic High_Inbound_Traffic Duration:1.3s High_Destination_Load. Behavioral_Pattern: Potential_DoS_Inbound,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 High_Outbound_Traffic High_Inbound_Traffic Duration:1.3s High_Destination_Load. Behavioral_Pattern: Potential_DoS_Inbound,9
59.166.0.8,34325,149.171.126.4,14191,114,5,0.190907,2958,30136,31,29,7,17,0,121399.4219,1236581.125,48,48,255,255,1874209964,4019910144,62,628,0,0,247.490362,6.680914,1421946742,1421946742,4.054936,4.050489,0.000643,0.000523,0.00012,0,0,0.0,0.0,0,3,10,4,3,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Duration:0.2s High_Destination_Load. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Duration:0.2s High_Destination_Load. Behavioral_Pattern: Normal_Behavior,9
59.166.0.0,47976,149.171.126.3,53,120,2,0.001146,146,178,31,29,0,0,2,509598.5938,621291.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421939772,1421939772,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0,3,7,2,3,2,1,1,unknown,0,Network_Activity: Protocol:Protocol_120 Service:SSH Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_120 Service:SSH Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,9
59.166.0.8,19484,149.171.126.9,5190,114,5,0.037214,2048,2410,31,29,6,7,0,421991.7188,498307.0938,24,26,255,255,185450170,2335334256,85,93,0,0,195.742764,0.0,1421936613,1421936613,1.603,1.46324,0.000779,0.000622,0.000157,0,0,0.0,0.0,0,2,13,6,1,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,9
59.166.0.9,7185,149.171.126.3,6881,114,5,3.535993,12830,548216,31,29,21,197,0,28898.24609,1237479.75,222,438,255,255,4028176001,4065632048,58,1252,0,0,4415.998551,3127.25464,1421949712,1421949716,15.99848,8.090394,0.000618,0.000481,0.000137,0,0,0.0,0.0,0,8,11,3,2,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Outbound_Traffic High_Inbound_Traffic Duration:3.5s High_Destination_Load. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Outbound_Traffic High_Inbound_Traffic Duration:3.5s High_Destination_Load. Behavioral_Pattern: Normal_Behavior,9
59.166.0.5,64064,149.171.126.9,49262,114,5,0.147378,320,1954,31,29,1,2,4,14493.34375,92822.53906,6,8,255,255,2863907081,1070252975,53,244,0,0,2066.843444,50.988867,1421950595,1421950595,29.4124,20.949,0.000883,0.000731,0.000152,0,0,0.0,0.0,0,3,3,1,2,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:SMTP Connection_State:State_5 Duration:0.1s. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:SMTP Connection_State:State_5 Duration:0.1s. Behavioral_Pattern: Normal_Behavior,9
59.166.0.0,40110,149.171.126.6,80,114,5,1.076835,1684,10168,31,29,3,5,5,11619.23535,71349.83594,14,18,255,255,1999186568,2000202829,120,565,1,3924,8787.044677,7695.112672,1421929225,1421929226,82.806538,63.311353,0.000674,0.000538,0.000136,0,0,1.0,0.0,0,3,3,3,2,2,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 High_Inbound_Traffic Duration:1.1s. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 High_Inbound_Traffic Duration:1.1s. Behavioral_Pattern: Normal_Behavior,9
59.166.0.4,16153,149.171.126.2,80,114,5,1.342373,1684,10168,31,29,3,5,5,9320.807617,57235.95313,14,18,255,255,2286368893,2287362492,120,565,1,3924,9421.792776,8247.21041,1421929068,1421929070,103.216079,78.934353,0.000638,0.000485,0.000153,0,0,1.0,0.0,0,3,2,1,4,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 High_Inbound_Traffic Duration:1.3s. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 High_Inbound_Traffic Duration:1.3s. Behavioral_Pattern: Normal_Behavior,9
59.166.0.6,37143,149.171.126.2,14465,114,5,0.007188,3784,2456,31,29,7,7,0,3977740.75,2582081.25,18,18,255,255,2519250863,2518623346,210,136,0,0,19.213021,0.518514,1421946292,1421946292,0.377706,0.393059,0.000617,0.000502,0.000115,0,0,0.0,0.0,0,5,6,7,7,1,1,3,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Very_Short_Connection High_Source_Load High_Destination_Load. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Very_Short_Connection High_Source_Load High_Destination_Load. Behavioral_Pattern: Normal_Behavior,9
59.166.0.7,11978,149.171.126.0,8327,114,5,0.018981,2646,23604,31,29,7,15,0,1088667.625,9722564.0,42,44,255,255,2551949333,432032035,63,536,0,0,0.0,27.642225,1421943969,1421943969,0.454878,0.429721,0.000634,0.000499,0.000135,0,0,0.0,0.0,0,16,6,8,16,1,1,5,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Very_Short_Connection High_Source_Load High_Destination_Load. Behavioral_Pattern: Multiple_Services_From_Source Potential_DoS_Inbound,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Very_Short_Connection High_Source_Load High_Destination_Load. Behavioral_Pattern: Multiple_Services_From_Source Potential_DoS_Inbound,9
59.166.0.9,50043,149.171.126.4,6881,114,5,0.018663,1540,1644,31,29,4,4,0,618978.6875,665702.1875,16,18,255,255,1041009217,1045189591,96,91,0,0,74.397222,2.288824,1421935641,1421935641,1.223267,1.070765,0.000589,0.000457,0.000132,0,0,0.0,0.0,0,10,9,10,17,6,1,9,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Very_Short_Connection. Behavioral_Pattern: Multiple_Destination_Ports,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Very_Short_Connection. Behavioral_Pattern: Multiple_Destination_Ports,9
59.166.0.9,4394,149.171.126.9,53,120,2,0.001003,132,164,31,29,0,0,2,526420.75,654037.9375,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421942109,1421942109,0.005,0.005,0.0,0.0,0.0,0,0,0.0,0.0,0,3,3,5,6,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_120 Service:SSH Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_120 Service:SSH Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,9
59.166.0.2,17217,149.171.126.8,25,114,5,0.050575,37998,3380,31,29,19,8,9,5899357.5,521997.0313,54,42,255,255,989641953,3140729582,704,80,0,0,63.474427,2.415879,1421947928,1421947928,0.947811,1.219781,0.000712,0.000563,0.000149,0,0,0.0,0.0,0,1,1,4,2,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:Service_9 Connection_State:State_5 High_Outbound_Traffic Very_Short_Connection High_Source_Load. Behavioral_Pattern: Potential_DoS_Outbound,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:Service_9 Connection_State:State_5 High_Outbound_Traffic Very_Short_Connection High_Source_Load. Behavioral_Pattern: Potential_DoS_Outbound,9
59.166.0.5,17977,149.171.126.2,22,114,5,0.409938,5928,8010,31,29,14,17,0,113831.8438,153623.2344,62,58,255,255,2574596421,2574899994,96,138,0,0,531.282,549.485346,1421933783,1421933783,6.720295,7.179245,0.000724,0.000582,0.000142,0,0,0.0,0.0,0,2,11,3,1,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.4s. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 Duration:0.4s. Behavioral_Pattern: Normal_Behavior,9
10.40.170.2,0,10.40.170.2,0,6,6,0.0,46,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,46,0,0,0,0.0,0.0,1421928255,1421928255,60000.704,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0,2,2,2,2,2,2,2,unknown,0,Network_Activity: Protocol:Protocol_6 Service:HTTP Connection_State:State_6 Outbound_Only Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_6 Service:HTTP Connection_State:State_6 Outbound_Only Very_Short_Connection. Behavioral_Pattern: Normal_Behavior,9
59.166.0.3,2496,149.171.126.7,2968,114,5,0.176495,3130,37270,31,30,7,17,0,139108.75,1656885.5,51,52,255,255,4176772315,4177027904,61,717,0,0,192.583145,185.056769,1421939734,1421939734,3.42916,3.45098,0.000618,0.000488,0.00013,0,0,0.0,0.0,0,1,3,3,1,1,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Duration:0.2s High_Destination_Load. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:HTTP Connection_State:State_5 High_Inbound_Traffic Duration:0.2s High_Destination_Load. Behavioral_Pattern: Normal_Behavior,9
59.166.0.4,12070,149.171.126.8,7163,120,2,0.00172,528,304,31,29,0,0,0,1841860.5,1060465.125,4,4,0,0,0,0,132,76,0,0,0.632862,0.286153,1421947815,1421947815,0.453,0.209333,0.0,0.0,0.0,0,0,0.0,0.0,0,4,11,3,2,1,1,2,unknown,0,Network_Activity: Protocol:Protocol_120 Service:HTTP Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection High_Source_Load High_Destination_Load. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_120 Service:HTTP Connection_State:SYN_RECV Balanced_Communication Very_Short_Connection High_Source_Load High_Destination_Load. Behavioral_Pattern: Normal_Behavior,9
59.166.0.8,58842,149.171.126.3,80,114,5,1.015906,1580,10168,31,29,3,5,5,11410.50488,75629.04688,12,18,255,255,3732427706,1584902213,132,565,1,3924,9569.081056,7705.370088,1421948631,1421948632,92.321639,59.729173,0.000633,0.000509,0.000124,0,0,1.0,0.0,0,2,1,2,2,2,1,1,unknown,0,Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 High_Inbound_Traffic Duration:1.0s. Behavioral_Pattern: Normal_Behavior,NORMAL_ACTIVITY - Network_Activity: Protocol:Protocol_114 Service:Other Connection_State:State_5 High_Inbound_Traffic Duration:1.0s. Behavioral_Pattern: Normal_Behavior,9
